"","BPS_ID","EVT_ID","freq","acres","GROUPVEG","bps_acres","EVT_PHYS","evt_acres"
"1",11,7292,1300756,289281,"BPS  Open Water",289281,"EVT  Open Water",289281
"2",1588,7238,12,3,"BPS  Hardwood",42168,"EVT  Hardwood",308
"3",1588,7239,70,16,"BPS  Hardwood",42168,"EVT  Conifer-Hardwood",2152
"4",1588,7242,3,1,"BPS  Hardwood",42168,"EVT  Hardwood",49
"5",1588,7243,2,0,"BPS  Hardwood",42168,"EVT  Conifer-Hardwood",47
"6",1588,7296,186,41,"BPS  Hardwood",42168,"EVT  Developed-Low Intensity",1615
"7",1588,7297,137,30,"BPS  Hardwood",42168,"EVT  Developed-Medium Intensity",715
"8",1588,7298,96,21,"BPS  Hardwood",42168,"EVT  Developed-High Intensity",279
"9",1588,7299,5061,1126,"BPS  Hardwood",42168,"EVT  Developed-Roads",34026
"10",1588,7301,1032,230,"BPS  Hardwood",42168,"EVT  Hardwood",30210
"11",1588,7302,123362,27435,"BPS  Hardwood",42168,"EVT  Hardwood",532638
"12",1588,7362,176,39,"BPS  Hardwood",42168,"EVT  Conifer",4272
"13",1588,7407,4,1,"BPS  Hardwood",42168,"EVT  Conifer",185
"14",1588,7412,2,0,"BPS  Hardwood",42168,"EVT  Grassland",49
"15",1588,7444,10,2,"BPS  Hardwood",42168,"EVT  Riparian",506
"16",1588,7481,30639,6814,"BPS  Hardwood",42168,"EVT  Riparian",199902
"17",1588,7905,407,91,"BPS  Hardwood",42168,"EVT  Developed",2011
"18",1588,7906,19,4,"BPS  Hardwood",42168,"EVT  Developed",452
"19",1588,7907,118,26,"BPS  Hardwood",42168,"EVT  Developed",1001
"20",1588,7908,241,54,"BPS  Hardwood",42168,"EVT  Developed",2074
"21",1588,7909,152,34,"BPS  Hardwood",42168,"EVT  Developed",924
"22",1588,7925,177,39,"BPS  Hardwood",42168,"EVT  Developed",1346
"23",1588,7926,28,6,"BPS  Hardwood",42168,"EVT  Developed",561
"24",1588,7927,22,5,"BPS  Hardwood",42168,"EVT  Developed",193
"25",1588,7928,5,1,"BPS  Hardwood",42168,"EVT  Developed",81
"26",1588,7929,40,9,"BPS  Hardwood",42168,"EVT  Developed",446
"27",1588,7973,7,2,"BPS  Hardwood",42168,"EVT  Agricultural",62
"28",1588,7974,708,157,"BPS  Hardwood",42168,"EVT  Agricultural",2441
"29",1588,7975,72,16,"BPS  Hardwood",42168,"EVT  Agricultural",1159
"30",1588,7976,56,12,"BPS  Hardwood",42168,"EVT  Agricultural",1268
"31",1588,7977,1912,425,"BPS  Hardwood",42168,"EVT  Agricultural",21489
"32",1588,7978,16,4,"BPS  Hardwood",42168,"EVT  Agricultural",335
"33",1588,9055,313,70,"BPS  Hardwood",42168,"EVT  Riparian",8360
"34",1588,9056,3816,849,"BPS  Hardwood",42168,"EVT  Riparian",150045
"35",1588,9057,161,36,"BPS  Hardwood",42168,"EVT  Riparian",8920
"36",1588,9088,38,8,"BPS  Hardwood",42168,"EVT  Conifer",1174
"37",1588,9089,3136,697,"BPS  Hardwood",42168,"EVT  Conifer",53493
"38",1588,9112,2524,561,"BPS  Hardwood",42168,"EVT  Conifer",80377
"39",1588,9114,30,7,"BPS  Hardwood",42168,"EVT  Riparian",1111
"40",1588,9117,7531,1675,"BPS  Hardwood",42168,"EVT  Riparian",41728
"41",1588,9118,821,183,"BPS  Hardwood",42168,"EVT  Riparian",19034
"42",1588,9120,2396,533,"BPS  Hardwood",42168,"EVT  Riparian",63637
"43",1588,9295,12,3,"BPS  Hardwood",42168,"EVT  Conifer-Hardwood",533
"44",1588,9314,52,12,"BPS  Hardwood",42168,"EVT  Riparian",128
"45",1588,9315,571,127,"BPS  Hardwood",42168,"EVT  Conifer-Hardwood",1052
"46",1588,9317,395,88,"BPS  Hardwood",42168,"EVT  Exotic Tree-Shrub",3821
"47",1588,9318,104,23,"BPS  Hardwood",42168,"EVT  Riparian",263
"48",1588,9617,109,24,"BPS  Hardwood",42168,"EVT  Riparian",1811
"49",1588,9620,1261,280,"BPS  Hardwood",42168,"EVT  Riparian",18545
"50",1588,9817,1567,348,"BPS  Hardwood",42168,"EVT  Exotic Herbaceous",13532
"51",1590,7238,99,22,"BPS  Hardwood",57353,"EVT  Hardwood",308
"52",1590,7239,454,101,"BPS  Hardwood",57353,"EVT  Conifer-Hardwood",2152
"53",1590,7242,66,15,"BPS  Hardwood",57353,"EVT  Hardwood",49
"54",1590,7243,3,1,"BPS  Hardwood",57353,"EVT  Conifer-Hardwood",47
"55",1590,7295,108,24,"BPS  Hardwood",57353,"EVT  Quarries-Strip Mines-Gravel Pits-Well and Wind Pads",79
"56",1590,7296,670,149,"BPS  Hardwood",57353,"EVT  Developed-Low Intensity",1615
"57",1590,7297,284,63,"BPS  Hardwood",57353,"EVT  Developed-Medium Intensity",715
"58",1590,7298,81,18,"BPS  Hardwood",57353,"EVT  Developed-High Intensity",279
"59",1590,7299,11357,2526,"BPS  Hardwood",57353,"EVT  Developed-Roads",34026
"60",1590,7301,114,25,"BPS  Hardwood",57353,"EVT  Hardwood",30210
"61",1590,7302,178853,39776,"BPS  Hardwood",57353,"EVT  Hardwood",532638
"62",1590,7362,892,198,"BPS  Hardwood",57353,"EVT  Conifer",4272
"63",1590,7407,39,9,"BPS  Hardwood",57353,"EVT  Conifer",185
"64",1590,7412,93,21,"BPS  Hardwood",57353,"EVT  Grassland",49
"65",1590,7444,3,1,"BPS  Hardwood",57353,"EVT  Riparian",506
"66",1590,7481,12834,2854,"BPS  Hardwood",57353,"EVT  Riparian",199902
"67",1590,7905,825,183,"BPS  Hardwood",57353,"EVT  Developed",2011
"68",1590,7906,129,29,"BPS  Hardwood",57353,"EVT  Developed",452
"69",1590,7907,352,78,"BPS  Hardwood",57353,"EVT  Developed",1001
"70",1590,7908,759,169,"BPS  Hardwood",57353,"EVT  Developed",2074
"71",1590,7909,261,58,"BPS  Hardwood",57353,"EVT  Developed",924
"72",1590,7925,879,195,"BPS  Hardwood",57353,"EVT  Developed",1346
"73",1590,7926,233,52,"BPS  Hardwood",57353,"EVT  Developed",561
"74",1590,7927,83,18,"BPS  Hardwood",57353,"EVT  Developed",193
"75",1590,7928,49,11,"BPS  Hardwood",57353,"EVT  Developed",81
"76",1590,7929,277,62,"BPS  Hardwood",57353,"EVT  Developed",446
"77",1590,7973,9,2,"BPS  Hardwood",57353,"EVT  Agricultural",62
"78",1590,7974,106,24,"BPS  Hardwood",57353,"EVT  Agricultural",2441
